Operational Recommendation,Temperature Recommendation,Humidity Recommendation,Battery Recommendation,Shipment Recommendation,Financial Recommendation,Quality Recommendation,Manager Recommendation,Priority Action,Recommendation Severity,Recommendation Category,Immediate Action Required,Recommendation Status,Escalation Level,Final Recommendation,Shipment ID,Container ID,Timestamp,Date,Time,Product Category,Product Name,Vehicle Type,Origin City,Destination City,Transport Mode,Latitude,Longitude,Temperature,Humidity,Battery,Shock,Vibration,Delay Hours,Sensor Status,Weather,Driver ID,Route ID,Trip Distance,Trip Duration,Fuel Consumption,Temperature Deviation,Temperature Excursion Flag,Temperature Band,Humidity Deviation,Humidity Excursion Flag,Humidity Band,Battery Health Score,Battery Status,Battery Low Flag,Shock Severity,High Shock Flag,Delay Category,Delay Flag,Journey Duration Category,Average Speed,Fuel Efficiency,Trip Efficiency,Distance Category,Vibration Severity,High Vibration Flag,Operational Status,Sensor Health Score,Weather Impact Indicator,Temperature Excursion Duration Risk,Cold Chain Compliance Flag,Spoilage Probability Indicator,Risk Indicator,Risk Category,Operational Risk Indicator,Temperature Risk Score,Humidity Risk Score,Battery Risk Score,Shock Risk Score,Vibration Risk Score,Delay Risk Score,Overall Risk Index,Risk Score,Risk Priority,Risk Level,Risk Description,Spoilage Risk,Quality Risk,Logistics Risk,Operational Risk,Financial Risk Indicator,Spoilage Risk Indicator,Estimated Quantity,Product Unit Value,Inventory Value,Spoilage Percentage,Spoiled Quantity,Estimated Loss,Financial Loss,Estimated Loss Percentage,Insurance Eligible,Insurance Claim Amount,Recovery Eligible,Recovery Amount,Net Financial Loss,Loss Category,Loss Severity,Business Impact,Profit Impact,Cost Impact,Recovery Status,Insurance Status
Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.,low,Normal,False,Open,L1,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,SHP-2D4408673365,CTR-5562C7DB33,2026-07-17 12:25:06,2026-07-17,12:25:06,Dairy Products,Milk,Insulated Container,Indore,Mumbai,Rail,21.555379,74.219912,-0.69,45.52,78.81,147.46,1.661,1.75,Active,Storm,DRV-5DE54253,RTE-28767906,826.33,47.57,134.74,0.69,0,Safe,4.479999999999997,0,Safe,64.68333333225529,Healthy,0,1,0,Safe,0,Medium,17.370821946239843,6.132774231808425,Medium,Short,0,0,Active,64.68333333225529,0,0.0,1,0.6263044860262198,62.63,Low Risk,0,11.72,22.12,35.32,33.33,0.0,6.48,18.62,18.62,P4,Low,Conditions are generally within acceptable cold-chain boundaries.,Low Risk,Low Risk,Low Risk,Medium Risk,0.03,0.02,359.074,12.0,4308.888,0.02,7.1814800000000005,7.1814800000000005,129.26664,0.03,False,0.0,False,0.0,129.26664,Low,low,Low,Major,Low,Not Eligible,Not Eligible
Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Initiate immediate quarantine of the affected shipment.; Notify the quality assurance and supply chain teams.; Inspect refrigeration equipment and identify the root cause.,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Increase monitoring frequency temporarily.,medium,Warning,False,Open,L1,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,SHP-AEAD76348BBA,CTR-C23251D53E,2026-07-03 03:01:06,2026-07-03,03:01:06,Seafood,Fish,Refrigerated Truck,Visakhapatnam,Lucknow,Air,22.188551,81.929467,1.09,42.28,61.24,122.36,14.485,2.63,Active,Fog,DRV-29B5701D,RTE-06A7AC40,1529.5,1.0,298.26,1.09,0,Safe,7.719999999999999,0,Safe,35.39999999941001,Healthy,0,1,0,Safe,0,Short,1529.4999984704998,5.128076175132006,Medium,Medium,2,1,Vibration Alert,20.399999999410007,0,0.0,1,0.7925559476854842,79.26,Medium Risk,1,18.52,38.12,64.6,33.33,100.0,9.74,38.4,38.4,P3,Medium,Minor excursions or handling issues detected; increased monitoring recommended.,Medium Risk,Medium Risk,Medium Risk,High Risk,0.1,0.06,612.4000000000001,320.0,195968.00000000003,0.06,36.74400000000001,36.74400000000001,19596.800000000003,0.1,False,0.0,True,19596.799999999905,9.822542779147624e-11,Low,low,Low,Minor,High,Eligible,Not Eligible
Prioritize shipment dispatch immediately.; Review the transport route for delays.; Verify product quality before delivery.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Prioritize shipment dispatch immediately.; Review the transport route for delays.; Verify product quality before delivery.,Initiate immediate quarantine of the affected shipment.; Notify the quality assurance and supply chain teams.; Inspect refrigeration equipment and identify the root cause.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Prioritize shipment dispatch immediately.,medium,Shipment Delay,False,Open,L1,Prioritize shipment dispatch immediately.; Review the transport route for delays.; Verify product quality before delivery.,SHP-361B26668AAA,CTR-B0B3E3EB3B,2026-07-04 15:34:06,2026-07-04,15:34:06,Seafood,Prawns,Reefer Trailer,Noida,Kolkata,Air,25.260297,82.700653,-0.74,47.45,82.54,46.08,6.942,32.17,Warning,Cold Wave,DRV-9D1495F6,RTE-DC37D857,1489.81,18.68,311.53,0.74,0,Safe,2.549999999999997,0,Safe,70.89999999881836,Healthy,0,0,0,Critical,1,Short,79.75428265097675,4.782236060717163,Low,Medium,1,0,Active,70.89999999881836,0,0.0,1,0.9209614073917636,92.1,Medium Risk,1,12.57,12.59,29.1,0.0,50.0,100.0,30.03,30.03,P3,Medium,Minor excursions or handling issues detected; increased monitoring recommended.,Low Risk,Low Risk,Critical Risk,Low Risk,0.1,0.06,607.132,520.0,315708.64,0.06,36.42791999999999,36.42791999999999,31570.864,0.1,False,0.0,True,31570.8639999999,9.822542779147624e-11,Low,low,Low,Minor,High,Eligible,Not Eligible
Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Initiate immediate quarantine of the affected shipment.; Notify the quality assurance and supply chain teams.; Inspect refrigeration equipment and identify the root cause.,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Increase monitoring frequency temporarily.,medium,Warning,False,Open,L1,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,SHP-408E36FD7724,CTR-8D71865F02,2026-07-02 00:42:06,2026-07-02,00:42:06,Bakery Products,Cake,Mini Reefer Truck,Kanpur,Ranchi,Rail,24.286289,82.030188,2.25,37.34,58.79,1.63,1.964,3.89,Active,Heatwave,DRV-1CAD8EB1,RTE-FB180EE9,1212.81,70.3,134.38,2.25,0,Safe,12.659999999999997,0,Safe,31.31666666614472,Healthy,0,0,0,Safe,0,Long,17.25192034114862,9.025226968231692,High,Medium,0,0,Active,31.31666666614472,1,0.0,1,0.8116722194158653,81.17,Medium Risk,0,38.23,62.51,68.68,0.0,0.0,14.4,34.52,34.52,P3,Medium,Minor excursions or handling issues detected; increased monitoring recommended.,Medium Risk,Medium Risk,Low Risk,Medium Risk,0.1,0.06,527.304,120.0,63276.48,0.06,31.63824,31.63824,6327.648,0.1,False,0.0,True,6327.647999999901,9.913492249324918e-11,Low,low,Low,Minor,Low,Eligible,Not Eligible
Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Initiate immediate quarantine of the affected shipment.; Notify the quality assurance and supply chain teams.; Inspect refrigeration equipment and identify the root cause.,Initiate immediate quarantine of the affected shipment.; Notify the quality assurance and supply chain teams.; Inspect refrigeration equipment and identify the root cause.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Increase monitoring frequency temporarily.,medium,Warning,False,Open,L1,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,SHP-1ED61A83F63D,CTR-EC1EE8489E,2026-07-06 03:27:06,2026-07-06,03:27:06,Vaccines,Polio Vaccine,Reefer Trailer,Visakhapatnam,Delhi,Rail,23.502807,79.51493,-4.4,52.32,68.6,306.94,1.311,3.87,Active,Storm,DRV-897F4CA2,RTE-9DB05DA7,1412.78,62.49,311.42,4.4,0,Safe,2.3200000000000003,0,Safe,47.66666666587221,Healthy,0,3,1,Safe,0,Long,22.608097295205503,4.536574401115739,Low,Medium,0,0,Shock Alert,27.666666665872214,0,0.0,1,0.8942269081729937,89.42,Medium Risk,1,74.76,11.46,52.33,100.0,0.0,14.33,45.98,45.98,P3,Medium,Minor excursions or handling issues detected; increased monitoring recommended.,Medium Risk,High Risk,Low Risk,High Risk,0.1,0.06,602.606,950.0,572475.7,0.06,36.15636,36.15636,57247.57,0.1,False,0.0,True,57247.5699999999,1.0186340659856795e-10,Low,low,Low,Major,High,Eligible,Not Eligible
Prioritize shipment dispatch immediately.; Review the transport route for delays.; Verify product quality before delivery.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Replace or recharge the sensor battery immediately.; Verify the sensor reconnects successfully.; Monitor the shipment until battery health is restored.,Prioritize shipment dispatch immediately.; Review the transport route for delays.; Verify product quality before delivery.,Initiate immediate quarantine of the affected shipment.; Notify the quality assurance and supply chain teams.; Inspect refrigeration equipment and identify the root cause.,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Prioritize shipment dispatch immediately.,medium,Shipment Delay,False,Open,L1,Prioritize shipment dispatch immediately.; Review the transport route for delays.; Verify product quality before delivery.,SHP-5D2D2CF24D84,CTR-CFB0152F46,2026-06-19 18:34:06,2026-06-19,18:34:06,Meat,Mutton,Cold Storage Container,Kochi,Hyderabad,Sea,14.051622,76.649827,-0.81,41.72,44.79,92.41,10.431,37.09,Warning,Cloudy,DRV-88B0D846,RTE-609F7553,2900.02,79.58,661.25,0.81,0,Safe,8.280000000000001,0,Safe,7.983333333200276,Healthy,0,1,0,Critical,1,Long,36.44156823276651,4.38566351606142,Low,Long,1,0,Active,7.983333333200276,0,0.0,1,0.9568867036127736,95.69,High Risk,1,13.76,40.89,92.02,33.33,50.0,100.0,50.42,50.42,P2,High,Significant deviation from target conditions; prioritize quality checks and interventions.,Low Risk,Medium Risk,Critical Risk,High Risk,0.22,0.14,1207.756,420.0,507257.52,0.14,169.08584000000002,169.08584000000002,111596.6544,0.22,True,111596.65439999978,True,111596.65439999978,0.0,Low,low,Medium,Minor,High,Eligible,Eligible
Prioritize shipment dispatch immediately.; Review the transport route for delays.; Verify product quality before delivery.,Inspect refrigeration equipment immediately.; Move products to a safe temperature-controlled environment.; Record the temperature excursion for compliance.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Prioritize shipment dispatch immediately.; Review the transport route for delays.; Verify product quality before delivery.,Initiate immediate quarantine of the affected shipment.; Notify the quality assurance and supply chain teams.; Inspect refrigeration equipment and identify the root cause.,Initiate immediate quarantine of the affected shipment.; Notify the quality assurance and supply chain teams.; Inspect refrigeration equipment and identify the root cause.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Prioritize shipment dispatch immediately.,medium,Shipment Delay,False,Open,L1,Prioritize shipment dispatch immediately.; Review the transport route for delays.; Verify product quality before delivery.,SHP-EC1879DA9036,CTR-5A5B42F0C5,2026-05-27 16:01:06,2026-05-27,16:01:06,Fresh Vegetables,Onion,Refrigerated Truck,Visakhapatnam,Varanasi,Sea,22.059402,82.86852,-4.78,55.13,63.7,112.63,4.519,10.96,Warning,Fog,DRV-7F847D12,RTE-0ADD5BA3,2240.77,81.74,414.34,4.78,0,Safe,5.130000000000003,0,Safe,39.49999999934168,Healthy,0,1,0,Warning,1,Long,27.413383899835903,5.408046531820708,Medium,Long,0,0,Active,39.49999999934168,0,0.0,1,0.8952372671126758,89.52,Medium Risk,1,81.21,25.33,60.5,33.33,0.0,55.58,47.78,47.78,P3,Medium,Minor excursions or handling issues detected; increased monitoring recommended.,High Risk,High Risk,Medium Risk,Medium Risk,0.1,0.06,945.352,10.0,9453.52,0.06,56.72112,56.72112,945.352,0.1,False,0.0,True,945.3519999999,1.0004441719502208e-10,Low,low,Low,Minor,Low,Eligible,Not Eligible
Prioritize shipment dispatch immediately.; Review the transport route for delays.; Verify product quality before delivery.,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Prioritize shipment dispatch immediately.; Review the transport route for delays.; Verify product quality before delivery.,Initiate immediate quarantine of the affected shipment.; Notify the quality assurance and supply chain teams.; Inspect refrigeration equipment and identify the root cause.,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Prioritize shipment dispatch immediately.,medium,Shipment Delay,False,Open,L1,Prioritize shipment dispatch immediately.; Review the transport route for delays.; Verify product quality before delivery.,SHP-8D8A0CC38C42,CTR-D0D0A85CCB,2026-07-09 08:46:06,2026-07-09,08:46:06,Seafood,Prawns,Insulated Container,Mumbai,Indore,Sea,20.902339,74.031439,-3.59,41.49,84.17,95.09,3.911,8.14,Warning,Fog,DRV-A61CCF9E,RTE-A34C9817,2060.19,73.08,352.09,3.59,0,Safe,8.509999999999998,0,Safe,73.61666666543974,Healthy,0,1,0,Warning,1,Long,28.190886699121634,5.851316424761138,Medium,Long,0,0,Active,73.61666666543974,0,0.0,1,0.8639718764785348,86.4,Medium Risk,1,60.99,42.02,26.38,33.33,0.0,45.14,39.38,39.38,P3,Medium,Minor excursions or handling issues detected; increased monitoring recommended.,High Risk,Medium Risk,Medium Risk,Low Risk,0.1,0.06,867.924,520.0,451320.48,0.06,52.07543999999999,52.07543999999999,45132.048,0.1,False,0.0,True,45132.0479999999,1.0186340659856795e-10,Low,low,Low,Major,High,Eligible,Not Eligible
Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Initiate immediate quarantine of the affected shipment.; Notify the quality assurance and supply chain teams.; Inspect refrigeration equipment and identify the root cause.,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Increase monitoring frequency temporarily.,medium,Warning,False,Open,L1,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,SHP-2E11C0F65510,CTR-A581DD060E,2026-06-16 00:05:06,2026-06-16,00:05:06,Fresh Vegetables,Broccoli,Cold Storage Container,Lucknow,Noida,Air,27.988506,79.339105,3.27,45.92,76.36,95.0,4.771,1.44,Active,Clear,DRV-565D63F8,RTE-F822EF16,1338.07,13.98,299.42,3.27,0,Safe,4.079999999999998,0,Safe,60.59999999899001,Healthy,0,1,0,Safe,0,Short,95.71316165266715,4.468873154750956,Low,Medium,0,0,Active,60.59999999899001,0,0.0,1,0.7490673167412492,74.91,Medium Risk,0,55.56,20.15,39.4,33.33,0.0,5.33,29.63,29.63,P3,Medium,Minor excursions or handling issues detected; increased monitoring recommended.,Medium Risk,Medium Risk,Low Risk,Medium Risk,0.1,0.06,543.616,28.0,15221.248,0.06,32.61696,32.61696,1522.1248,0.1,False,0.0,True,1522.1247999999,1.0004441719502208e-10,Low,low,Low,Minor,Low,Eligible,Not Eligible
Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Initiate immediate quarantine of the affected shipment.; Notify the quality assurance and supply chain teams.; Inspect refrigeration equipment and identify the root cause.,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Increase monitoring frequency temporarily.,medium,Warning,False,Open,L1,Increase monitoring frequency temporarily.; Verify sensor status and check for data gaps.; Inspect packaging integrity and cold-chain environment.,SHP-B61679D50996,CTR-9A960F9FE5,2026-06-19 00:02:06,2026-06-19,00:02:06,Frozen Foods,Frozen Pizza,Refrigerated Van,Coimbatore,Pune,Sea,14.419028,76.088955,2.15,45.5,72.86,98.19,8.0,2.19,Active,Heatwave,DRV-2C26A6C8,RTE-3C7E7F1C,2037.02,65.13,322.92,2.15,0,Safe,4.5,0,Safe,54.766666665753895,Healthy,0,1,0,Safe,0,Long,31.27621679669467,6.3081258515845775,High,Long,1,0,Active,54.766666665753895,1,0.0,1,0.7103252455008486,71.03,Medium Risk,0,36.53,22.22,45.23,33.33,50.0,8.11,31.58,31.58,P3,Medium,Minor excursions or handling issues detected; increased monitoring recommended.,Medium Risk,Medium Risk,Low Risk,Medium Risk,0.1,0.06,853.886,240.0,204932.64,0.06,51.23316,51.23316,20493.264,0.1,False,0.0,True,20493.2639999999,9.822542779147624e-11,Low,low,Low,Minor,High,Eligible,Not Eligible
Inspect humidity control systems.; Check packaging for moisture damage.; Perform a quality inspection before shipment release.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Inspect humidity control systems.; Check packaging for moisture damage.; Perform a quality inspection before shipment release.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Initiate immediate quarantine of the affected shipment.; Notify the quality assurance and supply chain teams.; Inspect refrigeration equipment and identify the root cause.,Initiate immediate quarantine of the affected shipment.; Notify the quality assurance and supply chain teams.; Inspect refrigeration equipment and identify the root cause.,Continue monitoring at the scheduled interval.; Ensure sensors are calibrated and securely mounted.; Record readings for traceability.,Inspect humidity control systems.,high,Humidity Issue,True,Open,L2,Inspect humidity control systems.; Check packaging for moisture damage.; Perform a quality inspection before shipment release.,SHP-F0CF11B29A6C,CTR-D29912761E,2026-06-11 05:28:06,2026-06-11,05:28:06,Vaccines,COVID-19 Vaccine,Reefer Trailer,Guwahati,Varanasi,Road,25.541312,87.870446,-1.73,76.2,81.6,136.99,5.158,0.0,Warning,Fog,DRV-A2EBF2C3,RTE-F7CECC5C,953.37,34.62,185.62,1.73,0,Safe,26.200000000000003,1,Warning,69.33333333217777,Healthy,0,1,0,Safe,0,Medium,27.53812824877129,5.136138347133197,Medium,Short,1,0,Active,69.33333333217777,0,0.0,0,0.8562844096730153,85.63,Medium Risk,1,29.39,100.0,30.67,33.33,50.0,0.0,41.95,41.95,P3,Medium,Minor excursions or handling issues detected; increased monitoring recommended.,High Risk,High Risk,Low Risk,Medium Risk,0.1,0.06,402.12,1200.0,482544.0,0.06,24.1272,24.1272,48254.4,0.1,False,0.0,True,48254.3999999999,1.0186340659856795e-10,Low,low,Low,Major,High,Eligible,Not Eligible
